Time	Pitch
2.850	85.05
2.851	85.39
2.852	85.46
2.853	85.77
2.854	85.84
2.855	85.88
2.856	85.94
2.857	86.22
2.858	86.25
2.859	86.26
2.860	86.25
2.861	86.23
2.862	85.92
2.863	85.90
2.864	85.89
2.865	85.88
2.866	85.89
2.867	85.91
2.868	86.27
2.869	86.31
2.870	--undefined--
2.871	--undefined--
2.872	--undefined--
2.873	--undefined--
2.874	--undefined--
2.875	--undefined--
2.876	--undefined--
2.877	--undefined--
2.878	--undefined--
2.879	--undefined--
2.880	--undefined--
2.881	--undefined--
2.882	--undefined--
2.883	--undefined--
2.884	--undefined--
2.885	--undefined--
2.886	--undefined--
2.887	--undefined--
2.888	--undefined--
2.889	--undefined--
2.890	--undefined--
2.891	--undefined--
2.892	--undefined--
2.893	--undefined--
2.894	--undefined--
2.895	--undefined--
2.896	--undefined--
2.897	--undefined--
2.898	--undefined--
2.899	--undefined--
2.900	--undefined--
2.901	--undefined--
2.902	--undefined--
2.903	--undefined--
2.904	--undefined--
2.905	--undefined--
2.906	--undefined--
2.907	--undefined--
2.908	--undefined--
2.909	--undefined--
2.910	--undefined--
2.911	--undefined--
2.912	--undefined--
2.913	--undefined--
2.914	--undefined--
2.915	--undefined--
2.916	--undefined--
2.917	--undefined--
2.918	--undefined--
2.919	--undefined--
2.920	--undefined--
2.921	--undefined--
2.922	--undefined--
2.923	--undefined--
2.924	--undefined--
2.925	--undefined--
2.926	--undefined--
2.927	--undefined--
2.928	--undefined--
2.929	--undefined--
2.930	--undefined--
2.931	--undefined--
2.932	--undefined--
2.933	--undefined--
2.934	--undefined--
2.935	--undefined--
2.936	--undefined--
2.937	--undefined--
2.938	--undefined--
2.939	--undefined--
2.940	--undefined--
2.941	--undefined--
2.942	--undefined--
2.943	--undefined--
2.944	--undefined--
2.945	--undefined--
2.946	--undefined--
2.947	--undefined--
2.948	--undefined--
2.949	--undefined--
2.950	--undefined--
2.951	--undefined--
2.952	--undefined--
2.953	--undefined--
2.954	--undefined--
2.955	--undefined--
2.956	--undefined--
2.957	--undefined--
2.958	--undefined--
2.959	--undefined--
2.960	--undefined--
2.961	--undefined--
2.962	--undefined--
2.963	--undefined--
2.964	--undefined--
2.965	--undefined--
2.966	--undefined--
2.967	--undefined--
2.968	--undefined--
2.969	--undefined--
2.970	--undefined--
2.971	--undefined--
2.972	--undefined--
2.973	--undefined--
2.974	--undefined--
2.975	--undefined--
2.976	--undefined--
2.977	--undefined--
2.978	--undefined--
2.979	--undefined--
2.980	--undefined--
2.981	--undefined--
2.982	--undefined--
2.983	--undefined--
2.984	--undefined--
2.985	--undefined--
2.986	--undefined--
2.987	--undefined--
2.988	--undefined--
2.989	--undefined--
2.990	--undefined--
2.991	--undefined--
2.992	--undefined--
2.993	--undefined--
2.994	--undefined--
2.995	--undefined--
2.996	--undefined--
2.997	--undefined--
2.998	--undefined--
2.999	--undefined--
3.000	--undefined--
3.001	--undefined--
3.002	--undefined--
3.003	--undefined--
3.004	--undefined--
3.005	--undefined--
3.006	--undefined--
3.007	--undefined--
3.008	--undefined--
3.009	--undefined--
3.010	--undefined--
3.011	--undefined--
3.012	--undefined--
3.013	--undefined--
3.014	--undefined--
3.015	--undefined--
3.016	--undefined--
3.017	--undefined--
3.018	--undefined--
3.019	--undefined--
3.020	--undefined--
3.021	--undefined--
3.022	--undefined--
3.023	--undefined--
3.024	--undefined--
3.025	--undefined--
3.026	--undefined--
3.027	--undefined--
3.028	--undefined--
3.029	--undefined--
3.030	--undefined--
3.031	--undefined--
3.032	--undefined--
3.033	--undefined--
3.034	--undefined--
3.035	--undefined--
3.036	--undefined--
3.037	--undefined--
3.038	--undefined--
3.039	--undefined--
3.040	--undefined--
3.041	--undefined--
3.042	--undefined--
3.043	--undefined--
3.044	--undefined--
3.045	--undefined--
3.046	--undefined--
3.047	--undefined--
3.048	--undefined--
3.049	--undefined--
3.050	--undefined--
3.051	--undefined--
3.052	--undefined--
3.053	--undefined--
3.054	--undefined--
3.055	--undefined--
3.056	--undefined--
3.057	--undefined--
3.058	--undefined--
3.059	--undefined--
3.060	--undefined--
3.061	--undefined--
3.062	--undefined--
3.063	--undefined--
3.064	--undefined--
3.065	--undefined--
3.066	--undefined--
3.067	--undefined--
3.068	--undefined--
3.069	--undefined--
3.070	--undefined--
3.071	--undefined--
3.072	--undefined--
3.073	--undefined--
3.074	--undefined--
3.075	--undefined--
3.076	--undefined--
3.077	--undefined--
3.078	--undefined--
3.079	--undefined--
3.080	--undefined--
3.081	--undefined--
3.082	--undefined--
3.083	--undefined--
3.084	--undefined--
3.085	--undefined--
